row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name
407,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['allow', 'compil', 'to', 'recogn', 'the', 'class', 'when', 'use', 'elsewher']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",3.0,5,science,texas
408,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['allow', 'compil', 'to', 'recogn', 'the', 'class', 'when', 'use', 'elsewher']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",3.5,5,science,texas
409,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['to', 'promot', 'function', 'reusuablit']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",3.0,5,science,texas
410,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['class', 'definit', 'are', 'place', 'here']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",3.0,5,science,texas
411,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['a', 'header', 'file', 'usual', 'contain', 'class', 'candor', 'function', 'prototyp']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",4.5,5,science,texas
412,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfil']",144,"['contain', 'all', 'the', 'standard', 'i', 'librari', 'ie', 'string']","['to', 'store', 'a', 'class', 'interfac', 'includ', 'data', 'member', 'and', 'member', 'function', 'prototyp']",1.0,5,science,texas
413,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['it', 'includ', 'the', 'name', 'of', 'the', 'program', 'the', 'type', 'of', 'paramet', 'it', 'can', 'take', 'it', 'should', 'also', 'includ', 'a', 'brief', 'descript', 'of', 'what', 'the', 'function', 'doe']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",4.5,5,science,texas
414,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['it', 'includ', 'the', 'specif', 'inform', 'about', 'the', 'function', 'such', 'as', 'input', 'and', 'output', 'variabl', 'type', 'and', 'how', 'mani', 'of', 'each']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",3.0,5,science,texas
415,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'function', 'signatur', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
416,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'function', 'signatur', 'consist', 'of', 'the', 'function', 'prototyp', 'this', 'tell', 'you', 'the', 'general', 'inform', 'about', 'a', 'function', 'it', 'name', 'paramet', 'what', 'scope', 'it', 'is', 'in', 'and', 'other', 'miscellan', 'inform']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",4.5,5,science,texas
417,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['it', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
418,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['name', 'paramet', 'scope', 'and', 'other', 'general', 'function', 'inform']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",4.5,5,science,texas
419,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['it', 'includ', 'a', 'function', 'name', 'and', 'paramet', 'list', 'doe', 'not', 'includ', 'return', 'type', 'function', 'signatur', 'must', 'be', 'differ']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
420,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['input', 'paramet', 'and', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",3.0,5,science,texas
421,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'portion', 'of', 'the', 'function', 'prototyp', 'tha', 'has', 'the', 'function', 'name', 'and', 'the', 'argument', 'but', 'not', 'the', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
422,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
423,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
424,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
425,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['identif', 'of', 'a', 'function', 'and', 'the', 'data', 'type', 'of', 'it', 'paramet', 'it', 'has', 'the', 'name', 'and', 'the', 'data', 'type', 'variabl']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
426,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'return', 'type', 'and', 'input', 'paramet']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",3.0,5,science,texas
427,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'function', 'signatur', 'includ', 'the', 'method', 'name', 'and', 'the', 'input', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
428,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'function', 'signatur', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'type', 'of', 'argument', 'but', 'not', 'the', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
429,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'signatur', 'can', 'includ', 'a', 'result', 'type', 'and', 'thrown', 'error']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",2.0,5,science,texas
430,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['function', 'name', 'and', 'input', 'paramet']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
431,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument', 'this', 'includ', 'the', 'number', 'type', 'and', 'order', 'the', 'paramet', 'appear', 'in']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
432,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
433,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'function', 'signatur', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
434,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'function', 'signatur', 'includ', 'a', 'function', 'return', 'type', 'paramet', 'and', 'semicolon']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",3.0,5,science,texas
435,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
436,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'function', 'name', 'and', 'paramet']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
437,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
438,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'portion', 'of', 'a', 'function', 'prototyp', 'that', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
439,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'name', 'of', 'the', 'function', 'and', 'it', 'paramet']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
440,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['the', 'function', 'name', 'and', 'paramet']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
441,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['name', 'of', 'function', 'and', 'type', 'of', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
442,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['a', 'function', 'return', 'type', 'and', 'paramet', 'list']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",3.0,5,science,texas
443,"['what', 'doe', 'a', 'function', 'signatur', 'includ']",145,"['it', 'includ', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument', 'it', 'doe', 'not', 'specifi', 'the', 'function', 'return', 'type', 'function', 'in', 'the', 'same', 'scope', 'must', 'have', 'uniqu', 'signatur']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'paramet']",5.0,5,science,texas
444,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['ani', 'function', 'that', 'follow', 'their', 'deceler', 'that', 'are', 'in', 'the', 'sourc', 'code', 'file', 'are', 'allow', 'to', 'have', 'access', 'the', 'variabl', 'also', 'global', 'scope', 'variabl', 'retrain', 'their', 'valu', 'throughout', 'the', 'execut', 'of', 'the', 'program']","['file', 'scope']",5.0,5,science,texas
445,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['they', 'can', 'be', 'access', 'by', 'ani', 'i', 'file', 'anywher']","['file', 'scope']",2.5,5,science,texas
446,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'have', 'file', 'scope']","['file', 'scope']",5.0,5,science,texas
447,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'scope', 'of', 'global', 'variabl', 'are', 'creat', 'by', 'place', 'variabl', 'declar', 'outsid', 'ani', 'class', 'or', 'function', 'definit', 'global', 'variabl', 'retain', 'their', 'valu', 'throughout', 'the', 'execut', 'of', 'the', 'program', 'and', 'they', 'can', 'be', 'referenc', 'by', 'ani', 'function', 'that', 'follow', 'their', 'declar', 'or', 'definit', 'in', 'the', 'sourc', 'file']","['file', 'scope']",2.5,5,science,texas
448,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['a', 'global', 'variabl', 'is', 'an', 'identifi', 'that', 'retain', 'it', 'valu', 'throughout', 'the', 'execut', 'of', 'the', 'program', 'it', 'has', 'file', 'scope']","['file', 'scope']",5.0,5,science,texas
449,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'can', 'be', 'use', 'in', 'ani', 'function', 'as', 'long', 'as', 'the', 'appropri', 'i', 'file', 'that', 'hold', 'the', 'variabl', 'is', 'includ']","['file', 'scope']",4.0,5,science,texas
450,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['they', 'can', 'be', 'access', 'by', 'ani', 'part', 'of', 'the', 'program', 'it', 'can', 'be', 'referenc', 'by', 'ani', 'function', 'that', 'follow', 'the', 'declar', 'or', 'definit', 'in', 'the', 'sourc', 'file']","['file', 'scope']",5.0,5,science,texas
451,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['can', 'be', 'accus', 'by', 'ani', 'class', 'that', 'have', 'and', 'object', 'of', 'that', 'variabl', 'class', 'in', 'it']","['file', 'scope']",3.0,5,science,texas
452,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'have', 'telescop', 'the', 'variabl', 'is', 'know', 'to', 'all', 'function', 'thought', 'the', 'file']","['file', 'scope']",5.0,5,science,texas
453,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'entir', 'program']","['file', 'scope']",4.5,5,science,texas
454,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['they', 'have', 'file', 'scope', 'when', 'place', 'outsid', 'a', 'function']","['file', 'scope']",5.0,5,science,texas
455,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['file', 'scope']","['file', 'scope']",5.0,5,science,texas
456,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['they', 'can', 'be', 'use', 'throughout', 'the', 'program']","['file', 'scope']",4.5,5,science,texas
457,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'can', 'i', 'access', 'by', 'ani', 'class', 'wit', 'an', 'object', 'in', 'the', 'variabl', 'class']","['file', 'scope']",3.0,5,science,texas
458,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'scope', 'of', 'global', 'variabl', 'is', 'at', 'the', 'file', 'level']","['file', 'scope']",5.0,5,science,texas
459,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'all', 'have', 'file', 'scope']","['file', 'scope']",5.0,5,science,texas
460,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['it', 'is', 'access', 'by', 'all', 'function', 'within', 'a', 'program']","['file', 'scope']",4.5,5,science,texas
461,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['variabl', 'access', 'anywher', 'in', 'the', 'program', 'as', 'long', 'as', 'they', 'are', 'public']","['file', 'scope']",4.5,5,science,texas
462,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['they', 'can', 'be', 'referenc', 'by', 'ani', 'function', 'follow', 'their', 'declar', 'or', 'definit', 'insid', 'the', 'sourc', 'file']","['file', 'scope']",5.0,5,science,texas
463,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'anywher', 'in', 'the', 'program']","['file', 'scope']",4.5,5,science,texas
464,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'have', 'a', 'file', 'scope']","['file', 'scope']",5.0,5,science,texas
465,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'entir', 'program']","['file', 'scope']",4.5,5,science,texas
466,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['throughout', 'the', 'execut', 'of', 'the', 'program']","['file', 'scope']",4.5,5,science,texas
467,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['if', 'a', 'variabl', 'is', 'declar', 'global', 'ani', 'function', 'or', 'class', 'can', 'use', 'that', 'variabl']","['file', 'scope']",4.5,5,science,texas
468,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'entir', 'program', 'or', 'file']","['file', 'scope']",5.0,5,science,texas
469,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['thought', 'the', 'program']","['file', 'scope']",4.5,5,science,texas
470,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['the', 'whole', 'code']","['file', 'scope']",4.5,5,science,texas
471,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['file', 'scope']","['file', 'scope']",5.0,5,science,texas
472,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['can', 'be', 'referenc', 'by', 'ani', 'function', 'that', 'follow', 'their', 'declar', 'or', 'definit', 'in', 'the', 'sourc', 'file']","['file', 'scope']",5.0,5,science,texas
473,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['global', 'variabl', 'have', 'program', 'scope', 'access', 'anywher', 'in', 'program']","['file', 'scope']",4.5,5,science,texas
474,"['what', 'is', 'the', 'scope', 'of', 'global', 'variabl']",146,"['variabl', 'that', 'exist', 'thought', 'the', 'entir', 'script', 'their', 'valu', 'can', 'be', 'chang', 'anytim', 'in', 'the', 'code', 'and', 'function']","['file', 'scope']",4.5,5,science,texas
475,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'expand', 'the', 'function', 'definit', 'in', 'that', 'place', 'onc', 'the', 'function', 'is', 'call', 'you', 'can', 'use', 'it', 'as', 'mani', 'time', 'as', 'you', 'need', 'the', 'compil', 'just', 'expand', 'on', 'the', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science,texas
476,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['when', 'the', 'compil', 'inlineexpand', 'a', 'function', 'call', 'the', 'function', 'code', 'get', 'insert', 'into', 'the', 'caller', 'code', 'stream', 'conceptu', 'similar', 'to', 'what', 'happen', 'with', 'a', 'defin', 'macro', 'this', 'can', 'depend', 'on', 'a', 'zillion', 'other', 'thing', 'improv', 'perform', 'becaus', 'the', 'optim', 'can', 'procedur', 'integr', 'the', 'call', 'code', 'i', 'optim', 'the', 'call', 'code', 'into', 'the', 'caller']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science,texas
477,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['the', 'inlin', 'keyword', 'advis', 'the', 'compil', 'to', 'copi', 'the', 'function', 'code', 'in', 'place', 'to', 'avoid', 'function', 'call', 'howev', 'the', 'compil', 'can', 'and', 'typic', 'doe', 'ignor', 'the', 'inlin', 'qualifi', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
478,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['the', 'compil', 'can', 'ignor', 'the', 'inlin', 'qualifi', 'and', 'typic', 'doe', 'so', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.0,5,science,texas
479,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['place', 'the', 'qualifi', 'inlin', 'befor', 'a', 'function', 'return', 'type', 'in', 'the', 'function', 'definit', 'advis', 'the', 'compil', 'to', 'generat', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'place', 'to', 'avoid', 'a', 'function', 'call']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
480,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['you', 'declar', 'your', 'inlin', 'function', 'in', 'the', 'header', 'or', 'befor', 'your', 'int', 'main', 'you', 'then', 'can', 'call', 'that', 'function', 'at', 'anytim', 'in', 'your', 'main', 'program', 'quick', 'and', 'easili']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",2.0,5,science,texas
481,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'expand', 'a', 'small', 'function', 'out', 'make', 'your', 'code', 'longer', 'but', 'also', 'make', 'it', 'run', 'faster']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.0,5,science,texas
482,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['the', 'function', 'is', 'not', 'treat', 'as', 'a', 'separ', 'unit', 'like', 'other', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.5,5,science,texas
483,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['when', 'the', 'program', 'compil', 'will', 'copi', 'the', 'function', 'place', 'avoid', 'a', 'function', 'call']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
484,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'replac', 'all', 'instanc', 'of', 'that', 'function', 'call', 'with', 'the', 'inlin', 'code', 'itself', 'result', 'in', 'longer', 'but', 'faster', 'program']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
485,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['the', 'compil', 'can', 'ignor', 'the', 'inlin', 'qualifi', 'and', 'typic', 'doe', 'so', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.0,5,science,texas
486,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['ignor', 'the', 'inlin', 'qualifi', 'and', 'typic', 'doe', 'so', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.0,5,science,texas
487,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['if', 'the', 'function', 'is', 'small', 'enough', 'it', 'will', 'expand', 'it', 'but', 'it', 'will', 'run', 'faster', 'as', 'it', 'will', 'avoid', 'make', 'so', 'mani', 'call', 'to', 'the', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science,texas
488,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'treat', 'them', 'as', 'the', 'same', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",2.0,5,science,texas
489,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['inlin', 'function', 'are', 'copi', 'in', 'place', 'instead', 'of', 'be', 'referenc']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
490,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['for', 'inlin', 'function', 'the', 'compil', 'creat', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'place', 'so', 'it', ""doesn't"", 'have', 'to', 'make', 'a', 'function', 'call', 'and', 'add', 'to', 'the', 'function', 'call', 'stack']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
491,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'generat', 'a', 'copi', 'of', 'the', 'function', 'code', 'which', 'elimin', 'call', 'the', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
492,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['not', 'answer']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",0.0,5,science,texas
493,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'generat', 'a', 'copi', 'of', 'the', 'function', 'code', 'by', 'by', 'insert', 'it', 'in', 'the', 'program']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science,texas
494,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['tell', 'the', 'compil', 'to', 'make', 'a', 'copi', 'of', 'function', 'code', 'in', 'place', 'to', 'avoid', 'a', 'function', 'call', 'it', 'typic', 'ignor', 'it', 'except', 'for', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science,texas
495,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['the', 'compil', 'can', 'ignor', 'the', 'inlin', 'qualifi', 'and', 'typic', 'doe', 'so', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",2.0,5,science,texas
496,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['multipl', 'copi', 'of', 'the', 'function', 'code', 'are', 'insert', 'into', 'the', 'program', 'make', 'it', 'bigger']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science,texas
497,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['compil', 'ignor', 'inlin', 'qualifi']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",2.5,5,science,texas
498,"['how', 'doe', 'the', 'compil', 'handl', 'inlin', 'function']",147,"['it', 'generat', 'a', 'copi', 'of', 'the', 'function', 'if', 'it', 'is', 'need', 'again']","['it', 'make', 'a', 'copi', 'of', 'the', 'function', 'code', 'in', 'everi', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.5,5,science,texas
