row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain
1373,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['posit', 'and', 'negat', 'is', 'seper']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1374,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['termin', '2', 'is', 'not', 'connect', 'to', 'the', 'posit', 'termin']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1375,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['becaus', 'the', 'posit', 'termin', 'is', 'separ', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1376,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posot', 'batteri', 'termin', 'is', 'seper', 'b', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1377,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['there', 'is', 'a', 'gap']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1378,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'seper', 'by', 'a', 'gap', 'from', 'termin', '1']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1379,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['there', 'a', 'gap']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1380,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['for', 'the', 'same', 'reason', 'as', 'one']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1381,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'separt', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1382,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['becaus', 'there', 'is', 'a', 'gap', 'between', 'the', 'termin', '2', 'and', 'the', 'posit', 'batteri']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1383,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['it', 'was', 'seper', 'by', 'a', 'gap', 'from', 'terimin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1384,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'searat', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1385,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'termin', 'is', 'work']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1386,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'termin', 'is', 'separ', 'by', 'a', 'gap', 'from', 'termin', '1']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1387,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['sperat', 'by', 'a', 'gap', 'in', 'termin', '1']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1388,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'seper', 'by', 'a', 'gap', 'from', 'the', 'bulb']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1389,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['becaus', 'it', 'was', 'attatch', 'to', 'the', 'posit', 'termin']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1390,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batter', 'termin', 'is', 'seper', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1391,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['termin', '2', 'is', 'connect', 'to', 'the', 'negat', 'batteri', 'termin']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1392,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'sepeart', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1393,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'is', 'seper', 'by', 'a', 'gap', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1394,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['becaus', 'there', 'are', 'not', 'gap', 'in', 'the', 'system', 'from', 'the', 'to', 'the', 'bulb', 'then', 'from', 'termin', '2', 'to', 'the', 'of', 'the', 'batteri']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",0,1,
1395,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['termin', '2', 'was', 'connect', 'to', 'the', 'negat', 'termin']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1396,"['explain', 'whi', 'you', 'got', 'a', 'voltag', 'read', 'of', '15', 'for', 'termin', '2', 'and', 'the', 'posit', 'termin']",69,"['the', 'posit', 'batteri', 'termin', 'is', 'seper', 'by', 'a', 'ga', 'from', 'termin', '2']","['termin', '2', 'and', 'the', 'posit', 'termin', 'are', 'not', 'connect']",1,1,
1397,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'act', 'in', 'the', 'same', 'manner']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1398,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'act', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1399,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['the', 'bulb', 'creat', 'a', 'gap', 'and', 'so', 'doe', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1400,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'act', 'the', 'same', 'way']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1401,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1402,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'creat', 'a', 'gap', 'an', 'open', 'switch', 'creat', 'in', 'incomplet', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1403,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'creat', 'a', 'gap', 'while', 'an', 'open', 'switch', 'creat', 'a', 'incomplet', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1404,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'creat', 'a', 'gap', 'while', 'and', 'open', 'switch', 'creat', 'an', 'incomplet', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1405,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['an', 'open', 'switch', 'caus', 'an', 'incomplet', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1406,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'and', 'open', 'switch', 'creat', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1407,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'are', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1408,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['the', 'connect', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1409,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'creat', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1410,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['same', 'effect']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1411,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1412,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'creat', 'a', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1413,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'a', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1414,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'have', 'open', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1415,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'have', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1416,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'dont', 'allow', 'for', 'a', 'close', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1417,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'creat', 'a', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1418,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'act', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1419,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1420,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'is', 'the', 'same', 'as', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1421,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'are', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1422,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['creat', 'a', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1423,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['open', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1424,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'creat', 'a', 'gap', 'and', 'make', 'a', 'open', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1425,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'the', 'same', 'they', 'both', 'creat', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1426,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['the', 'bulb', 'and', 'the', 'switch', 'creat', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1427,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'veri', 'similar']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1428,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'creat', 'a', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1429,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'like', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1430,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'are', 'both', 'open']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1431,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['each', 'will', 'creat', 'an', 'open', 'path', 'in', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1432,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1433,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'is', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1434,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'creat', 'a', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1435,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'can', 'be', 'gap', 'in', 'a', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1436,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,['same'],"['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1437,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,['same'],"['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1438,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'act', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1439,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'a', 'damag', 'bulb', 'and', 'open', 'switch', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1440,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'has', 'the', 'same', 'effect']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1441,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'open', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1442,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'creat', 'a', 'gap', 'in', 'the', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1443,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['it', 'also', 'prevent', 'the', 'bulb', 'from', 'be', 'on']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1444,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'prevent', 'other', 'bulb', 'from', 'be', 'on']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1445,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'switch', 'caus', 'an', 'incomplet', 'path']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",0,1,
1446,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'creat', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1447,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'are', 'the', 'same']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1448,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['their', 'result', 'are', 'similar']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1449,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['they', 'both', 'creat', 'a', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1450,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'creat', 'gap']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1451,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'has', 'the', 'same', 'effect', 'of', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1452,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'is', 'the', 'same', 'as', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1453,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['a', 'damag', 'bulb', 'is', 'like', 'an', 'open', 'switch']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1454,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['the', 'have', 'the', 'same', 'effect', 'on', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1455,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'creat', 'a', 'gap', 'in', 'the', 'circuit']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1456,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['same', 'thing']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
1457,"['how', 'doe', 'a', 'damag', 'bulb', 'compar', 'to', 'an', 'open', 'switch']",70,"['both', 'function', 'the', 'same', 'and', 'interf', 'with', 'the', 'bulb', 'turn', 'on']","['a', 'damag', 'bulb', 'and', 'an', 'open', 'switch', 'both', 'creat', 'a', 'gap', 'and', 'caus', 'bulb', 'to', 'go', 'out']",1,1,
